episode,prefix,completion,valid,reward,grammar_reward,tag_reward,axis_reward,noun_tag_dist,verb_tag_dist,adj_tag_dist,loss,baseline
191,HOME,FALL,0,1.2564,1.0000,0.6667,0.2818,1.0000,1.0000,0.0000,2.7864,0.6187
192,BRIDGE,BURN,0,1.2277,1.0000,0.6667,0.1383,1.0000,1.0000,0.0000,2.5363,0.6491
193,DEBT SPREAD,GROW,1,0.2568,0.0000,0.6667,0.2839,1.0000,1.0000,0.0000,-2.5419,0.6295
194,AUTOMATED TIME,UPDATE SMALL SMALL CLEAN ORDERED KEY,0,1.2616,1.0000,0.8667,0.0081,1.0000,1.0000,0.6000,4.5003,0.6611
195,POISON GROW,FALL FALL,1,0.1850,0.0000,0.5556,0.0918,1.0000,0.6667,0.0000,-3.4942,0.6373
196,LEADER,BURN,1,0.2478,0.0000,0.6667,0.2391,1.0000,1.0000,0.0000,-1.7316,0.6178
197,CAT WANT,TRUSTED HORSE,1,0.2095,0.0000,0.6667,0.0477,0.0000,1.0000,1.0000,-3.0077,0.5974
198,DOG CARRY CAR FORGET LAW RUN,RUN,1,0.1778,0.0000,0.5333,0.0890,1.0000,0.6000,0.0000,-9.0575,0.5764
199,CALM HORSE MOVE WOLF,MOVE CAMERA,1,0.2060,0.0000,0.6667,0.0298,1.0000,0.0000,1.0000,-5.2892,0.5579
200,MEMORY,GROW,1,0.2555,0.0000,0.6667,0.2776,1.0000,1.0000,0.0000,-1.3646,0.5428
201,PATTERN,FAIL,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-1.5839,0.5257
202,ROBOT,GENERATE LAW,1,0.2228,0.0000,0.6667,0.1138,1.0000,1.0000,0.0000,-1.4497,0.5105
203,CITY,FALL,0,1.2676,1.0000,0.6667,0.3378,1.0000,1.0000,0.0000,3.0484,0.5484
204,TIME SPREAD,FAIL,1,0.1967,0.0000,0.5556,0.1499,1.0000,0.6667,0.0000,-2.2604,0.5308
205,PHONE MOVE RIVER,BURN SEE SAD CROWD,0,1.2832,1.0000,0.9333,0.0158,1.0000,0.8000,1.0000,8.5797,0.5684
206,ISOLATED MARKET,SPREAD,0,1.3054,1.0000,1.0000,0.0270,1.0000,1.0000,1.0000,5.2502,0.6053
207,TRAPPED CROWD,MOVE DIRTY MAP,0,1.3122,1.0000,1.0000,0.0612,1.0000,1.0000,1.0000,5.5462,0.6406
208,BIG BRIDGE,FALL,0,1.3216,1.0000,1.0000,0.1078,1.0000,1.0000,1.0000,5.9445,0.6747
209,MARKET,SPREAD,0,1.2032,1.0000,0.6667,0.0162,1.0000,1.0000,0.0000,2.3331,0.7011
210,TRUSTED KEY MOVE CHILD,FALL,1,0.2897,0.0000,0.8889,0.1154,1.0000,0.6667,1.0000,-6.3199,0.6805
211,DIRTY BRIDGE,FALL,0,1.3168,1.0000,1.0000,0.0840,1.0000,1.0000,1.0000,4.6935,0.7123
212,SEED,MOVE SOLDIER,1,0.2047,0.0000,0.6667,0.0236,1.0000,1.0000,0.0000,-2.3729,0.6869
213,ROOM,BURN FALL,0,1.2300,1.0000,0.6667,0.1500,1.0000,1.0000,0.0000,2.7365,0.7141
214,SHARP INSECT SEE SOLDIER,HEAR ASHAMED POWER HEAR SHARP WOMAN,0,1.1139,1.0000,0.3667,0.0194,0.6000,0.0000,0.5000,6.3564,0.7341
215,TRUSTED DOG,RUN RUN,0,1.3370,1.0000,1.0000,0.1851,1.0000,1.0000,1.0000,5.1211,0.7642
216,SEED MOVE CONNECTED ACTIVE CAR,MOVE SHARP DENSE SEED,0,1.1649,1.0000,0.5000,0.0744,0.5000,0.0000,1.0000,7.2711,0.7843
217,WOLF BURN SPREAD BETRAY CLEAN,STRONG STRANGER,0,1.1999,1.0000,0.5556,0.1661,0.6667,1.0000,0.0000,7.7293,0.8050
218,SEED BURN FALL,MOVE OUTCAST VAST ELDER MOVE DUST,1,0.2595,0.0000,0.8500,0.0225,0.8000,0.7500,1.0000,-5.0107,0.7778
219,ANGRY SOLDIER,HEAR SIMPLE ORDERED KEY,1,0.3103,0.0000,0.9167,0.1765,1.0000,1.0000,0.7500,-3.5563,0.7544
220,REBELLIOUS WOMAN,RUN,0,1.3171,1.0000,1.0000,0.0854,1.0000,1.0000,1.0000,3.7712,0.7825
221,WATER,FALL,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-2.7903,0.7534
222,SIGNAL FAIL,FAIL,1,0.1024,0.0000,0.3333,0.0119,1.0000,0.0000,0.0000,-4.3201,0.7209
223,FEAR,GROW,1,0.2761,0.0000,0.6667,0.3805,1.0000,1.0000,0.0000,-2.1950,0.6986
224,HAPPY MAN FORGET ACTIVE INSECT ASK,HAPPY WOMAN RUN,1,0.1889,0.0000,0.6111,0.0278,0.3333,1.0000,0.5000,-11.7376,0.6731
225,MARKET,GROW,0,1.2480,1.0000,0.6667,0.2399,1.0000,1.0000,0.0000,2.3101,0.7019
226,COMPUTER HEAR SYSTEM FALL,ENCODE ERROR,0,1.2040,1.0000,0.6000,0.1201,0.8000,1.0000,0.0000,7.6301,0.7270
227,DORMANT,ROBOT SEE FOOD,1,0.4493,0.0000,1.0000,0.7467,1.0000,1.0000,1.0000,-1.1967,0.7131
228,DIRTY STRANGER,BURN MOVE SMALL CALM STRANGER,0,1.2199,1.0000,0.6667,0.0996,0.0000,1.0000,1.0000,4.1334,0.7384
229,WEAK PHONE,HEAR ASHAMED OPTIMAL LEADER,0,1.3088,1.0000,0.9333,0.1439,1.0000,1.0000,0.8000,4.8349,0.7670
230,PRISON,FAIL,0,1.2189,1.0000,0.6667,0.0944,1.0000,1.0000,0.0000,1.8479,0.7896
231,OBEDIENT CROWD,FALL MOVE CALM STRANGER,1,0.2249,0.0000,0.6667,0.1247,0.0000,1.0000,1.0000,-3.9751,0.7613
232,FEAR GROW,SPREAD,1,0.2139,0.0000,0.6667,0.0695,1.0000,1.0000,0.0000,-3.9897,0.7339
233,ROOM,BURN,0,1.2314,1.0000,0.6667,0.1570,1.0000,1.0000,0.0000,2.3558,0.7588
234,ORDERED DUST,GROW,1,0.3109,0.0000,1.0000,0.0546,1.0000,1.0000,1.0000,-3.9667,0.7364
235,OBEDIENT ELDER,FALL,1,0.3562,0.0000,1.0000,0.2812,1.0000,1.0000,1.0000,-2.7671,0.7174
236,MOUNTAIN,BURN,0,1.2049,1.0000,0.6667,0.0243,1.0000,1.0000,0.0000,2.3466,0.7418
237,SECRET HOME,FALL FAIL,0,1.3208,1.0000,1.0000,0.1039,1.0000,1.0000,1.0000,4.5352,0.7707
238,CHILD FOLLOW WEAK ORDERED WOMAN FALL,FALL,1,0.2787,0.0000,0.8333,0.1433,1.0000,0.5000,1.0000,-11.1036,0.7461
239,MARKET,SPREAD,0,1.2032,1.0000,0.6667,0.0162,1.0000,1.0000,0.0000,1.7986,0.7690
240,CAR,FAIL,1,0.2484,0.0000,0.6667,0.2418,1.0000,1.0000,0.0000,-2.5892,0.7430
241,CAMERA UPDATE,CONNECTED CHAOTIC COMPUTE SLOW PLAN UPDATE OPTIMAL CAMERA,0,1.1849,1.0000,0.6111,0.0077,0.5000,0.3333,1.0000,3.0067,0.7651
242,FEAR,SPREAD SPREAD GROW,1,0.2203,0.0000,0.6667,0.1016,1.0000,1.0000,0.0000,-2.8793,0.7378
243,MARKET,FALL,0,1.2676,1.0000,0.6667,0.3378,1.0000,1.0000,0.0000,2.0539,0.7643
244,POWER SPREAD SPREAD SPREAD,GROW,1,0.2476,0.0000,0.6667,0.2379,1.0000,1.0000,0.0000,-5.7031,0.7385
245,SHARP FIRE,MOVE BRIDGE,1,0.3141,0.0000,1.0000,0.0703,1.0000,1.0000,1.0000,-3.6651,0.7172
246,ISOLATED CAT,HEAR SIMPLE KEY BURN,0,1.2997,1.0000,0.8889,0.1649,1.0000,1.0000,0.6667,4.1747,0.7464
247,SIMPLE PATTERN,GROW,1,0.3465,0.0000,1.0000,0.2327,1.0000,1.0000,1.0000,-3.3809,0.7264
248,METAL,BURN,1,0.2030,0.0000,0.6667,0.0149,1.0000,1.0000,0.0000,-2.3255,0.7002
249,MEMORY FAIL,SPREAD SPREAD,1,0.1832,0.0000,0.5556,0.0827,1.0000,0.6667,0.0000,-3.3530,0.6744
250,REBELLIOUS SOLDIER CARRY BIG SMALL CLOCK,RUN,1,0.2713,0.0000,0.8889,0.0233,1.0000,0.6667,1.0000,-8.2845,0.6542
251,DIRTY,SOLDIER ATTACK ROOM,1,0.4426,0.0000,1.0000,0.7132,1.0000,1.0000,1.0000,-0.8226,0.6436
252,IDENTITY,SPREAD,1,0.2161,0.0000,0.6667,0.0807,1.0000,1.0000,0.0000,-2.1449,0.6223
253,PRISON,GROW,0,1.2306,1.0000,0.6667,0.1532,1.0000,1.0000,0.0000,2.4510,0.6527
254,INSECT,GROW,1,0.2091,0.0000,0.6667,0.0454,1.0000,1.0000,0.0000,-2.2842,0.6305
255,DIRTY MOUNTAIN,BURN BURN,0,1.3096,1.0000,1.0000,0.0481,1.0000,1.0000,1.0000,5.1882,0.6644
256,CHANCE,GROW,1,0.2622,0.0000,0.6667,0.3110,1.0000,1.0000,0.0000,-2.0576,0.6443
257,PRISON,FALL,0,1.2676,1.0000,0.6667,0.3378,1.0000,1.0000,0.0000,2.4540,0.6755
258,CLEAN WOLF MOVE PRISON BREAK VAST,WEAPON BREAK SHARP ENCRYPTED POISON FALL,0,1.2253,1.0000,0.7222,0.0432,1.0000,0.5000,0.6667,11.7520,0.7030
259,COMPUTER SEE FAMOUS SIMPLE,WEAPON FALL,0,1.2909,1.0000,0.8889,0.1212,0.6667,1.0000,1.0000,8.7423,0.7324
260,FEAR,GROW,1,0.2761,0.0000,0.6667,0.3805,1.0000,1.0000,0.0000,-2.4943,0.7096
261,FEAR,SPREAD,1,0.2077,0.0000,0.6667,0.0383,1.0000,1.0000,0.0000,-2.7517,0.6845
262,LAW,GROW,1,0.2666,0.0000,0.6667,0.3330,1.0000,1.0000,0.0000,-2.1602,0.6636
263,PRISON,FAIL,0,1.2189,1.0000,0.6667,0.0944,1.0000,1.0000,0.0000,2.1296,0.6913
264,CHOICE,GROW,1,0.2601,0.0000,0.6667,0.3006,1.0000,1.0000,0.0000,-2.0908,0.6698
265,WATER FALL FALL,BURN,1,0.1697,0.0000,0.5556,0.0149,1.0000,0.6667,0.0000,-4.8015,0.6448
266,ROAD,FALL,0,1.2333,1.0000,0.6667,0.1667,1.0000,1.0000,0.0000,2.6769,0.6742
267,FREE MAN,BETRAY VAST BIRD BURN,0,1.2728,1.0000,0.8889,0.0308,0.6667,1.0000,1.0000,4.8900,0.7041
268,ISOLATED MARKET,GROW,0,1.3222,1.0000,1.0000,0.1111,1.0000,1.0000,1.0000,3.9650,0.7350
269,OUTCAST ELDER BUILD RIVER MOVE MOUNTAIN,FALL ATTACK HOME MOVE NETWORK,0,1.2612,1.0000,0.8413,0.0442,0.8571,0.6667,1.0000,11.0577,0.7614
270,DEAD STONE,BURN,0,1.3403,1.0000,1.0000,0.2015,1.0000,1.0000,1.0000,4.5836,0.7903
271,MARKET,GROW,0,1.2480,1.0000,0.6667,0.2399,1.0000,1.0000,0.0000,1.6713,0.8132
272,DULL WOOD,FALL,0,1.3051,1.0000,1.0000,0.0257,1.0000,1.0000,1.0000,4.4074,0.8378
273,WOLF BUILD RIVER FALL ASK CALM,SHARP CAT,0,1.2570,1.0000,0.8333,0.0351,0.5000,1.0000,1.0000,9.5580,0.8587
274,DEAD,LEADER BUILD BIG ENGINE,0,1.4636,1.0000,1.0000,0.8179,1.0000,1.0000,1.0000,2.5609,0.8890
275,DULL STRANGER,BURN,0,1.3477,1.0000,1.0000,0.2384,1.0000,1.0000,1.0000,3.9364,0.9119
276,MEMORY,FAIL SPREAD,1,0.2033,0.0000,0.6667,0.0164,1.0000,1.0000,0.0000,-3.4317,0.8765
277,CALM SOLDIER,BURN,1,0.3313,0.0000,1.0000,0.1565,1.0000,1.0000,1.0000,-4.2436,0.8492
278,ELDER BUILD INSECT BUILD DEAD,FAMOUS ELDER BURN,0,1.2115,1.0000,0.6667,0.0575,0.3333,0.6667,1.0000,6.8190,0.8673
279,WOMAN ATTACK SHARP CHILD ASK HEAVY,CAT,0,1.2709,1.0000,0.8889,0.0213,0.6667,1.0000,1.0000,9.4846,0.8875
280,WEAPON,SPREAD,1,0.2377,0.0000,0.6667,0.1887,1.0000,1.0000,0.0000,-3.1908,0.8550
281,STRONG MAP GENERATE ENCRYPTED,DEBT,1,0.3382,0.0000,1.0000,0.1909,1.0000,1.0000,1.0000,-7.7337,0.8292
282,CLEAN KEY,SPREAD,1,0.3073,0.0000,1.0000,0.0364,1.0000,1.0000,1.0000,-4.2282,0.8031
283,ISOLATED LEADER MOVE OBEDIENT DENSE,CROWD,0,1.2096,1.0000,0.6667,0.0479,0.0000,1.0000,1.0000,7.1466,0.8234
284,OUTCAST SOLDIER,GROW SPREAD,0,1.3418,1.0000,1.0000,0.2089,1.0000,1.0000,1.0000,4.1534,0.8493
285,POWER,GROW,1,0.2587,0.0000,0.6667,0.2937,1.0000,1.0000,0.0000,-3.0938,0.8198
286,TRUTH,GROW,1,0.2761,0.0000,0.6667,0.3805,1.0000,1.0000,0.0000,-2.7154,0.7926
287,ROBOT,ENCODE LAW,0,1.2228,1.0000,0.6667,0.1138,1.0000,1.0000,0.0000,2.1976,0.8141
288,LANGUAGE,GROW,1,0.2666,0.0000,0.6667,0.3330,1.0000,1.0000,0.0000,-2.8636,0.7868
289,HOME,BURN,0,1.2524,1.0000,0.6667,0.2618,1.0000,1.0000,0.0000,1.8900,0.8100
290,SLOW CHOICE,SPREAD GROW,1,0.3401,0.0000,1.0000,0.2006,1.0000,1.0000,1.0000,-3.8642,0.7865
291,LEADER BURN,SEE BIG ROAD,1,0.3073,0.0000,1.0000,0.0363,1.0000,1.0000,1.0000,-3.2605,0.7626
292,REBELLIOUS,SOLDIER SEE ISOLATED BOOK BUILD WEAK OBEDIENT CROWD,0,1.3854,1.0000,0.8667,0.6272,1.0000,1.0000,0.6000,2.5675,0.7937
293,HOME,FALL,0,1.2564,1.0000,0.6667,0.2818,1.0000,1.0000,0.0000,1.8464,0.8168
294,RIVER,BURN,0,1.2080,1.0000,0.6667,0.0398,1.0000,1.0000,0.0000,1.6504,0.8364
295,AUTOMATED TIME,UPDATE CLOCK,1,0.3079,0.0000,1.0000,0.0393,1.0000,1.0000,1.0000,-3.7760,0.8100
296,STRONG POISON,MOVE CALM STRANGER BURN,1,0.2711,0.0000,0.8889,0.0220,1.0000,1.0000,0.6667,-4.6580,0.7830
297,SOLDIER BURN MOVE HORSE BREAK CHAOTIC,SIMPLE PHONE MOVE CORRUPTED SENSOR BUILD DULL DULL MAP,0,1.1919,1.0000,0.6111,0.0429,1.0000,0.5000,0.3333,8.7512,0.8035
298,DORMANT CAT,FALL,0,1.3057,1.0000,1.0000,0.0286,1.0000,1.0000,1.0000,3.8041,0.8286
299,WEAK SOLDIER HEAR BOOK,HEAR ASHAMED LEADER,1,0.1234,0.0000,0.3889,0.0335,0.5000,0.0000,0.6667,-11.6151,0.7933
300,DENSE CLOCK FALL,HEAR CHANCE MOVE OPTIMAL POISON,0,1.2898,1.0000,0.9333,0.0489,1.0000,0.8000,1.0000,5.5171,0.8181
301,WOLF BETRAY CLEAN HORSE WARN DULL,CALM CHILD,1,0.2538,0.0000,0.8056,0.0605,0.6667,1.0000,0.7500,-12.5681,0.7899
302,FREE IDENTITY,SPREAD,0,1.3264,1.0000,1.0000,0.1321,1.0000,1.0000,1.0000,4.3432,0.8168
303,FAMOUS RIVER,GROW,0,1.3587,1.0000,1.0000,0.2937,1.0000,1.0000,1.0000,3.9852,0.8439
304,DIRTY MARKET,BURN,0,1.3505,1.0000,1.0000,0.2525,1.0000,1.0000,1.0000,3.4068,0.8692
305,STRANGER BREAK SECRET SIMPLE,KEY,1,0.3574,0.0000,1.0000,0.2870,1.0000,1.0000,1.0000,-7.3150,0.8436
306,SAD CROWD FALL SEE PHONE,SEE DEAD LEADER,1,0.2053,0.0000,0.6667,0.0263,0.5000,0.5000,1.0000,-11.1040,0.8117
307,TOOL,SPREAD,1,0.2565,0.0000,0.6667,0.2824,1.0000,1.0000,0.0000,-2.5952,0.7839
308,RIVER,FALL,0,1.2051,1.0000,0.6667,0.0257,1.0000,1.0000,0.0000,1.6773,0.8050
309,CLEAN METAL,BURN,1,0.3020,0.0000,1.0000,0.0099,1.0000,1.0000,1.0000,-4.1415,0.7798
310,POISON SPREAD GROW BURN FALL FAIL,SPREAD,1,0.1951,0.0000,0.5714,0.1185,1.0000,0.7143,0.0000,-9.8086,0.7506
311,TRAPPED WOLF FALL,SPREAD,1,0.3505,0.0000,1.0000,0.2525,1.0000,1.0000,1.0000,-4.1476,0.7306
312,LIE,SPREAD,1,0.2129,0.0000,0.6667,0.0647,1.0000,1.0000,0.0000,-2.8013,0.7047
313,ROAD,FALL,0,1.2333,1.0000,0.6667,0.1667,1.0000,1.0000,0.0000,2.2352,0.7311
314,FREE FIRE WANT SIMPLE,AUTOMATED GUARD,1,0.3127,0.0000,0.9333,0.1633,1.0000,1.0000,0.8000,-6.6105,0.7102
315,DEBT,GROW,1,0.2679,0.0000,0.6667,0.3396,1.0000,1.0000,0.0000,-2.2079,0.6881
316,DIRTY,LEADER FALL,1,0.4488,0.0000,1.0000,0.7439,1.0000,1.0000,1.0000,-0.9594,0.6761
317,WATER BURN,BURN,1,0.1007,0.0000,0.3333,0.0036,1.0000,0.0000,0.0000,-3.9566,0.6474
318,DEAD WOMAN,BURN,0,1.3085,1.0000,1.0000,0.0427,1.0000,1.0000,1.0000,4.7665,0.6804
319,DULL DOG,WANT ACTIVE FIRE FALL,0,1.3287,1.0000,1.0000,0.1437,1.0000,1.0000,1.0000,5.3670,0.7128
320,SLOW CAMERA FAIL,FALL,1,0.3619,0.0000,1.0000,0.3095,1.0000,1.0000,1.0000,-3.4429,0.6953
321,PRISON,FALL,0,1.2676,1.0000,0.6667,0.3378,1.0000,1.0000,0.0000,2.1340,0.7239
322,COMPLEX,LEADER HEAR OPTIMAL DEBT,1,0.2493,0.0000,0.6667,0.2465,1.0000,1.0000,0.0000,-2.2273,0.7002
323,SMALL STRANGER,RUN,0,1.3106,1.0000,1.0000,0.0528,1.0000,1.0000,1.0000,5.3724,0.7307
324,HOME,GROW,0,1.2533,1.0000,0.6667,0.2667,1.0000,1.0000,0.0000,1.9739,0.7568
325,CITY,FALL,0,1.2676,1.0000,0.6667,0.3378,1.0000,1.0000,0.0000,2.0121,0.7824
326,ROOM,BURN,0,1.2314,1.0000,0.6667,0.1570,1.0000,1.0000,0.0000,2.0998,0.8048
327,DORMANT FIRE,BURN,0,1.3080,1.0000,1.0000,0.0398,1.0000,1.0000,1.0000,4.2376,0.8300
328,HEAVY WEAPON,FALL,1,0.3038,0.0000,1.0000,0.0189,1.0000,1.0000,1.0000,-4.2195,0.8037
329,MARKET,GROW,0,1.2480,1.0000,0.6667,0.2399,1.0000,1.0000,0.0000,1.5444,0.8259
330,METAL BURN,BURN,1,0.1009,0.0000,0.3333,0.0045,1.0000,0.0000,0.0000,-4.8931,0.7896
331,HOME,BURN BURN,0,1.2524,1.0000,0.6667,0.2618,1.0000,1.0000,0.0000,1.7041,0.8128
332,SAD GUARD,FALL,1,0.3200,0.0000,1.0000,0.1000,1.0000,1.0000,1.0000,-4.0570,0.7881
333,PATTERN SPREAD,SPREAD,1,0.1053,0.0000,0.3333,0.0264,1.0000,0.0000,0.0000,-5.0261,0.7540
334,RULE SPREAD,SPREAD,1,0.1007,0.0000,0.3333,0.0033,1.0000,0.0000,0.0000,-4.7945,0.7213
335,METAL,BURN BURN,1,0.2030,0.0000,0.6667,0.0149,1.0000,1.0000,0.0000,-2.5990,0.6954
336,DULL CAMERA,FAIL,1,0.3445,0.0000,1.0000,0.2226,1.0000,1.0000,1.0000,-2.7799,0.6779
337,CLOCK,FALL,1,0.2329,0.0000,0.6667,0.1646,1.0000,1.0000,0.0000,-2.1744,0.6556
338,REBELLIOUS,GUARD FALL FALL,1,0.4053,0.0000,1.0000,0.5267,1.0000,1.0000,1.0000,-1.0175,0.6431
339,WOOD,BURN,1,0.2030,0.0000,0.6667,0.0149,1.0000,1.0000,0.0000,-2.2818,0.6211
340,BROKEN FIRE,FALL,0,1.3095,1.0000,1.0000,0.0477,1.0000,1.0000,1.0000,5.9055,0.6555
341,MAN ATTACK SHARP DIRTY,BOOK,1,0.3312,0.0000,1.0000,0.1559,1.0000,1.0000,1.0000,-5.2838,0.6393
342,CONNECTED WOOD BURN BURN,MOVE DIRTY BRIDGE,0,1.2719,1.0000,0.8889,0.0264,1.0000,0.6667,1.0000,8.7132,0.6709
343,DORMANT SENSOR,FAIL,0,1.3312,1.0000,1.0000,0.1559,1.0000,1.0000,1.0000,5.5273,0.7039
344,CITY,GROW,0,1.2480,1.0000,0.6667,0.2399,1.0000,1.0000,0.0000,2.0178,0.7311
345,CITY,FAIL,0,1.2513,1.0000,0.6667,0.2567,1.0000,1.0000,0.0000,1.9359,0.7572
346,SECRET ALGORITHM,GROW,0,1.3493,1.0000,1.0000,0.2465,1.0000,1.0000,1.0000,4.8508,0.7868
347,RULE SPREAD,GROW,1,0.2531,0.0000,0.6667,0.2654,1.0000,1.0000,0.0000,-4.1550,0.7601
348,STRANGER,BURN,1,0.2314,0.0000,0.6667,0.1570,1.0000,1.0000,0.0000,-2.4370,0.7336
349,SIGNAL,GROW,1,0.2522,0.0000,0.6667,0.2610,1.0000,1.0000,0.0000,-2.4596,0.7096
350,PRISON,GROW,0,1.2306,1.0000,0.6667,0.1532,1.0000,1.0000,0.0000,1.8975,0.7356
351,CAT CARRY,WOOD,1,0.2127,0.0000,0.6667,0.0636,1.0000,1.0000,0.0000,-3.7966,0.7095
352,CAMERA UPDATE DIRTY ORDERED POISON MOVE,CHAOTIC MAP,1,0.2617,0.0000,0.7667,0.1585,0.8000,1.0000,0.5000,-7.9762,0.6871
353,ROAD,BURN BURN,0,1.2272,1.0000,0.6667,0.1362,1.0000,1.0000,0.0000,2.2168,0.7141
354,PATTERN,SPREAD,1,0.2312,0.0000,0.6667,0.1559,1.0000,1.0000,0.0000,-2.4988,0.6900
355,HOME,BURN FALL,0,1.2537,1.0000,0.6667,0.2685,1.0000,1.0000,0.0000,1.9803,0.7181
356,LAW,SPREAD,1,0.2033,0.0000,0.6667,0.0163,1.0000,1.0000,0.0000,-2.7481,0.6924
357,MOUNTAIN,BURN,0,1.2049,1.0000,0.6667,0.0243,1.0000,1.0000,0.0000,2.2650,0.7180
358,CHAOTIC ENGINE,FALL FALL,0,1.3057,1.0000,1.0000,0.0286,1.0000,1.0000,1.0000,5.3921,0.7474
359,WOMAN CARRY CLOCK HELP INSECT EAT,SIMPLE WEAPON,0,1.3086,1.0000,0.9444,0.1264,0.8333,1.0000,1.0000,13.1111,0.7755
360,PRISON,SPREAD,0,1.2032,1.0000,0.6667,0.0162,1.0000,1.0000,0.0000,1.5263,0.7969
361,SLOW CLOCK,FAIL,1,0.3465,0.0000,1.0000,0.2327,1.0000,1.0000,1.0000,-3.9960,0.7743
362,METAL,BURN,1,0.2030,0.0000,0.6667,0.0149,1.0000,1.0000,0.0000,-3.0496,0.7458
363,CAR,HEAR ISOLATED BORDER SEE WEAK HORSE,1,0.3009,0.0000,1.0000,0.0046,1.0000,1.0000,1.0000,-2.2889,0.7235
364,MARKET,BURN,0,1.2567,1.0000,0.6667,0.2836,1.0000,1.0000,0.0000,1.8652,0.7502
365,AUTOMATED CAR MOVE CORRUPTED COMPUTER,FAIL FALL FAIL FALL,1,0.2949,0.0000,0.9333,0.0743,1.0000,0.8000,1.0000,-8.1901,0.7274
366,CORRUPTED DEBT,GROW,0,1.4000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,6.1994,0.7610
367,ALGORITHM GROW,GROW,1,0.1165,0.0000,0.3333,0.0825,1.0000,0.0000,0.0000,-4.2955,0.7288
368,SHARP NETWORK,SPREAD,0,1.3039,1.0000,1.0000,0.0193,1.0000,1.0000,1.0000,4.7665,0.7576
369,TRAPPED WOMAN FOLLOW VAST COMPLEX,PLAN BUILD TOOL,0,1.3060,1.0000,1.0000,0.0299,1.0000,1.0000,1.0000,10.5448,0.7850
370,TOOL,FALL,1,0.2051,0.0000,0.6667,0.0257,1.0000,1.0000,0.0000,-2.8542,0.7560
371,HAPPY,CAT RUN,1,0.3702,0.0000,1.0000,0.3509,1.0000,1.0000,1.0000,-1.9713,0.7367
372,DRONE,FALL FALL,1,0.2443,0.0000,0.6667,0.2215,1.0000,1.0000,0.0000,-2.4593,0.7121
373,VAST PRISON,GROW,0,1.3221,1.0000,1.0000,0.1106,1.0000,1.0000,1.0000,4.7819,0.7426
374,FAMOUS PRISON,RUN,0,1.3797,1.0000,1.0000,0.3987,1.0000,1.0000,1.0000,4.4186,0.7744
375,CLEAN PRISON,GROW,0,1.3357,1.0000,1.0000,0.1786,1.0000,1.0000,1.0000,4.1075,0.8025
376,CAR SEE HOME SEE STRANGER FAIL,HEAR ASHAMED LEADER,1,0.2209,0.0000,0.7222,0.0212,0.6667,0.5000,1.0000,-12.2915,0.7734
377,CLEAN MARKET,SPREAD,0,1.3019,1.0000,1.0000,0.0095,1.0000,1.0000,1.0000,3.7707,0.7999
378,OPTIMAL ROBOT,GENERATE TIME FALL,0,1.3069,1.0000,1.0000,0.0345,1.0000,1.0000,1.0000,4.1979,0.8252
379,TRAPPED,ELDER GROW GROW,1,0.4569,0.0000,1.0000,0.7846,1.0000,1.0000,1.0000,-1.7571,0.8068
380,ENCRYPTED SIGNAL,SPREAD,0,1.3208,1.0000,1.0000,0.1040,1.0000,1.0000,1.0000,4.6218,0.8325
381,REBELLIOUS GUARD WANT TOOL CHOOSE HOME,FALL,1,0.3365,0.0000,1.0000,0.1825,1.0000,1.0000,1.0000,-11.3203,0.8077
382,DIRTY PRISON,FAIL,0,1.3184,1.0000,1.0000,0.0918,1.0000,1.0000,1.0000,3.4898,0.8332
383,MEMORY,FAIL,1,0.2168,0.0000,0.6667,0.0840,1.0000,1.0000,0.0000,-3.0806,0.8024
384,METAL,FALL,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-3.2689,0.7723
385,RIVER,GROW,0,1.2239,1.0000,0.6667,0.1197,1.0000,1.0000,0.0000,1.7282,0.7949
386,DENSE,FIRE MOVE CORRUPTED BROKEN COMPUTER MOVE FOREST MOVE TRAPPED ELDER MOVE DULL GUARD MOVE WEAK,0,1.3235,1.0000,1.0000,0.1177,1.0000,1.0000,1.0000,2.4393,0.8213
387,CITY,BURN,0,1.2567,1.0000,0.6667,0.2836,1.0000,1.0000,0.0000,1.4838,0.8431
388,SENSOR,FALL,1,0.2412,0.0000,0.6667,0.2058,1.0000,1.0000,0.0000,-3.0766,0.8130
389,SMALL WOLF KNOW PRISON ATTACK DEAD,LEADER,1,0.2972,0.0000,0.9333,0.0862,0.8000,1.0000,1.0000,-11.6369,0.7872
390,PRISON,FAIL,0,1.2189,1.0000,0.6667,0.0944,1.0000,1.0000,0.0000,1.3800,0.8088
391,DOG MOVE ISOLATED PRISON,RUN,1,0.2823,0.0000,0.8889,0.0783,1.0000,0.6667,1.0000,-7.0635,0.7825
392,ORDERED,CROWD GROW,1,0.3509,0.0000,1.0000,0.2546,1.0000,1.0000,1.0000,-2.1630,0.7609
393,BROKEN FIRE,FALL,0,1.3095,1.0000,1.0000,0.0477,1.0000,1.0000,1.0000,4.4701,0.7883
394,DULL,WOLF FALL,1,0.4686,0.0000,1.0000,0.8430,1.0000,1.0000,1.0000,-1.4781,0.7723
