global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
3272,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,0.9319
3273,2,defender,ISOLATED DOG SEE ISOLATED TRAPPED LEADER,MOVE DRONE FALL BURN,1,0.3044,1.6905
3274,2,defender,ISOLATED WOMAN HEAR ISOLATED FREE,CROWD FALL FALL ATTACK CONNECTED SEED,0,1.4753,-15.1658
3275,2,defender,ISOLATED LEADER HEAR ISOLATED TRAPPED ELDER,FALL BURN MOVE SAD CHILD SEE STRONG DRONE,1,0.2131,7.1799
3276,2,defender,CAT SEE ISOLATED SLOW ELDER,ATTACK STRANGER RUN BURN,1,0.2336,4.2984
3277,2,defender,ISOLATED CROWD SPREAD HEAR ISOLATED BORDER,GROW BURN FALL FALL,1,0.6922,-1.7108
3278,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD FAIL GROW,1,0.4996,0.7382
3279,2,defender,ISOLATED WOMAN HEAR ISOLATED VAST,ELDER FALL SEE WOLF,1,0.1973,0.6522
3280,2,defender,ISOLATED BORDER SPREAD FAIL GROW,SPREAD GROW GROW UPDATE CHAOTIC ENCRYPTED SIGNAL,0,1.3595,-11.9841
3281,2,defender,ISOLATED WOMAN RUN EAT TRAPPED CAT,FALL BREAK ENGINE WARN SLOW ACTIVE ASHAMED ELDER,0,1.2050,-16.8452
3282,2,defender,HAPPY WOLF,GROW WARN TRUSTED CAT,0,1.1680,-11.2739
3283,2,defender,ISOLATED WOMAN MOVE ISOLATED DIRTY,LEADER BURN HEAR ANGRY CROWD BURN,0,1.3751,-12.9707
3284,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD FAIL,SPREAD GROW GROW SPREAD,1,0.8188,0.2599
3285,2,defender,ISOLATED WOLF SEE ISOLATED ENCRYPTED,LEADER FALL BURN SPREAD,1,0.3072,0.1179
3286,2,defender,FAST BIRD,BURN HEAR COMPLEX SMALL GUARD FALL,1,0.2593,4.0851
3287,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,SPREAD TRUSTED MAP FAIL,0,1.2279,-8.0972
3288,2,defender,HORSE BURN,FALL BURN RUN FALL,1,0.4109,-1.2546
3289,2,defender,ISOLATED WOMAN RUN BREAK ISOLATED TRAPPED,BIRD BURN FALL TRUST HORSE,0,1.2333,-10.8727
3290,2,defender,FOOD,FALL MOVE POISON BURN GROW,0,1.1794,-6.5754
3291,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD COMPUTE ORDERED PATTERN GROW,0,1.4223,-12.8445
3292,2,defender,SHARP,SOLDIER MOVE FIRE BURN,1,0.3180,1.3676
3293,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD AUTOMATED CAR SPREAD,0,1.4766,-9.3175
3294,2,defender,SEED SPREAD MOVE SOLDIER,GROW SPREAD GROW BURN,1,0.4292,-0.2628
3295,2,defender,CAMERA MOVE OPTIMAL,KEY FAIL SEE CORRUPTED PHONE UPDATE DORMANT ROBOT,1,0.2345,9.5959
3296,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,0.9677
3297,2,defender,CAT HEAR ISOLATED TRUSTED,HORSE BURN FALL BURN,1,0.4860,-0.8753
3298,2,defender,BORDER,GROW SPREAD SPREAD FAIL,0,1.5789,-3.4029
3299,2,defender,ISOLATED BOOK BURN FALL FALL BURN,SPREAD GROW MOVE DIRTY KEY FAIL,0,1.2419,-9.0508
3300,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.8111
3301,2,defender,ANGRY BIRD,RUN FALL CHOOSE COMPLEX SECRET SOLDIER BUILD CLEAN DUST,0,1.2766,-17.8715
3302,2,defender,ISOLATED BORDER SPREAD SPREAD FAIL,GROW SPREAD GROW GROW,1,0.8313,1.2689
3303,2,defender,CLEAN DUST GROW SPREAD,SPREAD FAIL SPREAD GROW,0,1.5022,-2.6173
3304,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD HEAR HAPPY BIRD,0,1.2853,-7.0566
3305,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.5485,0.7876
3306,2,defender,ISOLATED BORDER SPREAD FAIL FAIL,GROW GROW SPREAD GROW,1,0.8349,0.7565
3307,2,defender,ISOLATED BOOK BURN FALL BURN BURN,GROW SPREAD SPREAD GROW,1,0.8606,-0.3510
3308,2,defender,ISOLATED DOG CARRY ISOLATED VAST,MAP FALL SEE STRONG DRONE,1,0.2963,2.5090
3309,2,defender,ISOLATED BORDER GROW SPREAD GROW,GROW FAIL SPREAD SPREAD,1,0.5916,0.8474
3310,2,defender,POISON,FAIL SPREAD GROW GROW,1,0.5773,0.1761
3311,2,defender,MAN CHOOSE ROOM FORGET CHANCE,RUN BURN FALL HEAR CALM CAT,1,0.2904,2.0745
3312,2,defender,ISOLATED WOLF SPREAD BURN BREAK ISOLATED,DENSE POISON SEE SAD GUARD MOVE TOOL,0,1.2509,-14.1459
3313,2,defender,ISOLATED LEADER FALL HEAR ISOLATED BROKEN,GUARD BUILD SIMPLE MAP,0,1.2223,-7.7834
3314,2,defender,ISOLATED BORDER SPREAD FAIL FAIL,GROW GROW SPREAD SPREAD,1,1.0090,0.3642
3315,2,defender,ISOLATED BORDER SPREAD,GROW SPREAD SPREAD FAIL,1,0.6282,0.3729
3316,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD FAIL SPREAD,1,0.4962,0.9697
3317,2,defender,SHARP WATER GROW FALL GROW BURN,FALL FALL SPREAD GROW,0,1.6210,-5.1788
3318,2,defender,ISOLATED WOMAN RUN BREAK ISOLATED TRUSTED,DOG FALL HEAR STRONG BOOK,0,1.2329,-8.4925
3319,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD FAIL GROW,1,0.4996,0.7535
3320,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,0.9635
3321,2,defender,DEBT,GROW SPREAD GROW GROW,1,0.7947,0.5310
3322,2,defender,ALGORITHM FAIL SPREAD FAIL,GROW SPREAD SPREAD GROW,1,0.7311,0.5391
3323,2,defender,MEMORY GROW,GROW SPREAD SPREAD GROW,1,0.7013,0.6271
3324,2,defender,METAL FALL BURN BURN BURN FALL,FALL HEAR BROKEN LEADER GROW,0,1.2827,-9.3222
3325,2,defender,ISOLATED WOLF RUN SPREAD BREAK ISOLATED,HOME GROW SPREAD FALL,0,1.2585,-8.0959
3326,2,defender,ISOLATED DOG MOVE ISOLATED CITY BURN,FALL HEAR PLAN SEE BOOK,1,0.2903,4.4414
3327,2,defender,ISOLATED BORDER SPREAD GROW SPREAD SPREAD,FAIL SPREAD BURN GROW,0,1.2406,-2.7830
3328,2,defender,TRUTH SPREAD,GROW SPREAD SPREAD PLAN,0,1.4918,-5.1910
3329,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL SPREAD FAIL,1,0.5474,1.2617
3330,2,defender,ISOLATED CROWD SPREAD RUN BURN HEAR,SLOW FIRE MOVE DUST,1,0.2662,3.0159
3331,2,defender,ISOLATED DOG HEAR CAT HEAR ISOLATED,CLEAN HORSE FALL SEE BOOK,1,0.2108,6.2170
3332,2,defender,ISOLATED BORDER SPREAD SPREAD FAIL,GROW GROW SPREAD GROW,1,0.8313,1.3301
3333,2,defender,BOOK,FALL GROW SPREAD SPREAD,1,0.5704,0.4537
3334,2,defender,ISOLATED ELDER,BREAK MAP FALL FALL,1,0.6933,-1.0100
3335,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL GROW SPREAD,1,0.5485,1.6318
3336,2,defender,MAP,SPREAD GROW GROW SPREAD,1,0.7515,-0.9721
3337,2,defender,ISOLATED LEADER FALL HEAR ISOLATED WOLF,FAIL SEE BROKEN ROBOT,0,1.2930,-10.1685
3338,2,defender,ISOLATED WOMAN BURN BURN BURN HEAR,ENCRYPTED PLAN FALL FALL,1,0.6584,-3.6809
3339,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD GROW,SPREAD FAIL GROW GROW,1,0.5934,0.7885
3340,2,defender,CALM,STRANGER MOVE ENGINE BUILD TOOL THINK ASHAMED ELDER,1,0.3641,9.5413
3341,2,defender,ASHAMED WOLF GROW,SPREAD SEE ENCRYPTED GUARD BURN,1,0.2586,3.3032
3342,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.7667
3343,2,defender,ISOLATED WOLF BURN MOVE ISOLATED DULL,BOOK BURN FALL HELP SHARP INSECT,0,1.2196,-11.6328
3344,2,defender,ISOLATED LEADER FALL FALL HEAR ENGINE,BURN SEE TOOL FALL,1,0.2069,1.6567
3345,2,defender,CLEAN,CAT GROW SPREAD SPREAD,1,0.6922,-3.9955
3346,2,defender,ISOLATED MAN,BREAK DENSE FIRE BETRAY BROKEN COMPUTER HEAR TRAPPED SHARP CROWD,0,1.2861,-22.3192
3347,2,defender,FAST PLAN GROW,SPREAD UPDATE CAR UPDATE BROKEN CORRUPTED ROBOT,0,1.4584,-15.0170
3348,2,defender,ISOLATED DOG BURN CARRY ISOLATED WEAK,MAN BURN BURN FALL,0,1.5899,-9.0980
3349,2,defender,ISOLATED BORDER FAIL FAIL SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.5231,0.5577
3350,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD FAIL SPREAD,1,0.4962,0.8692
3351,2,defender,ISOLATED BORDER GROW SPREAD SPREAD SPREAD,FAIL GROW GROW BURN,0,1.6369,-4.9017
3352,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,FAIL SPREAD FAIL FAIL,1,0.8244,-0.2724
3353,2,defender,ERROR FAIL,FAIL SPREAD GROW GROW,1,0.5431,1.3232
3354,2,defender,SLOW PHONE FALL FALL FALL FALL,MOVE FAST SEED SEE ENCRYPTED GUARD,0,1.2700,-10.3461
3355,2,defender,ISOLATED BORDER SPREAD GROW FAIL,GROW SPREAD SPREAD FAIL SPREAD,1,0.6421,0.9425
3356,2,defender,BORDER GROW GROW GROW,SPREAD SPREAD GROW FAIL,0,1.5377,-1.5101
3357,2,defender,SOLDIER,BREAK SIMPLE SYSTEM BURN GROW,0,1.3079,-11.1645
3358,2,defender,ISOLATED BORDER SPREAD GROW SPREAD SPREAD,FAIL GROW GROW HEAR ALGORITHM SPREAD,0,1.4367,-8.1315
3359,2,defender,ISOLATED WOLF BURN HEAR ORDERED,FIRE SPREAD FALL BURN,1,0.2750,2.3899
3360,2,defender,CAMERA,HEAR FAMOUS INSECT FALL,1,0.3114,1.8276
3361,2,defender,ISOLATED BOOK GROW SPREAD FALL SPREAD,FAIL FAIL SPREAD SPREAD,1,1.0211,-1.7769
3362,2,defender,ISOLATED WOMAN HEAR ISOLATED TRAPPED LEADER,FALL BURN IMAGINE ORDERED KEY,0,1.2895,-10.3072
3363,2,defender,SIGNAL,SPREAD HEAR LEADER GROW FAIL,0,1.2216,-7.2884
3364,2,defender,ISOLATED WOMAN HEAR ISOLATED BOOK,BREAK OUTCAST CROWD BURN,1,0.1544,4.7998
3365,2,defender,ISOLATED DOG SEE ISOLATED CITY BURN,BURN FALL MOVE TOOL,1,0.2708,3.6115
3366,2,defender,ISOLATED WOMAN BURN HEAR ISOLATED TRAPPED,CROWD FOLLOW POWER BREAK SECRET CORRUPTED WEAPON,0,1.2241,-12.9768
3367,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SIMPLE PHONE,0,1.6567,-14.6765
3368,2,defender,SENSOR MOVE DOG ENCODE PATTERN MOVE,CAMERA SEE STRANGER FALL FAIL,1,0.1331,8.2368
3369,2,defender,ISOLATED MAN,ATTACK DULL STRONG FIRE BURN,0,1.2829,-12.2774
3370,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD HEAR SHARP BIG INSECT,0,1.2415,-9.9959
3371,2,defender,ISOLATED BORDER SPREAD GROW SPREAD GROW,GROW FAIL GROW LIE,0,1.4833,-7.1905
3372,2,defender,CAT SEE ISOLATED DOG HEAR KEY,BURN RUN FALL BURN,1,0.5804,0.4243
3373,2,defender,HAPPY,CAT FALL BURN RUN,1,0.3828,-0.1219
3374,2,defender,ISOLATED CROWD FORGET ISOLATED VAST,BORDER BURN FALL MOVE STRONG SEED SPREAD,1,0.3085,5.1639
3375,2,defender,ISOLATED WOLF FALL BREAK ISOLATED TRAPPED,SOLDIER BURN SEE CAT,0,1.2080,-7.7300
3376,2,defender,ISOLATED ELDER,FALL HEAR CONNECTED WOLF,1,0.2494,2.8667
3377,2,defender,ROBOT,FALL MOVE MAP FAIL,0,1.2114,-7.5627
3378,2,defender,CAT KNOW FEAR ATTACK,DUST HEAR TRUSTED DEAD LEADER MOVE WOOD BURN,1,0.2865,12.1802
3379,2,defender,ISOLATED BORDER FAIL SPREAD FAIL,GROW GROW SPREAD SPREAD,1,1.0090,0.3635
3380,2,defender,FIRE,MOVE DRONE GROW SPREAD,1,0.2097,1.0950
3381,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD GROW,SPREAD FAIL GROW GROW,1,0.5934,0.8143
3382,2,defender,PHONE FALL HEAR COMPLEX ASHAMED,ELDER SEE DIRTY STRONG SOLDIER,1,0.2333,3.5860
3383,2,defender,ISOLATED BORDER GROW SPREAD SPREAD SPREAD,GROW GROW FAIL GROW,1,0.8086,0.0813
3384,2,defender,ISOLATED CROWD BREAK ISOLATED TRAPPED CROWD,FALL BURN BURN SPREAD,1,0.6351,-1.5210
3385,2,defender,CAT BURN HEAR ISOLATED SIMPLE,BOOK GROW BURN FALL,0,1.2799,-7.1298
3386,2,defender,TRUSTED CAT,EAT WATER RUN EAT FOOD BURN,1,0.5024,2.2320
3387,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,FAIL SPREAD FAIL GROW,1,0.5024,0.0768
3388,2,defender,ISOLATED CROWD SPREAD HEAR ISOLATED TRAPPED,MAN BURN MOVE WATER FALL,0,1.2658,-8.0023
3389,2,defender,METAL BURN BURN FALL,GROW GROW SPREAD FALL,0,1.5486,-7.9881
3390,2,defender,TRAPPED WOMAN,WANT ASHAMED MAN EAT SECRET STONE,0,1.2589,-13.2504
3391,2,defender,ISOLATED WOMAN RUN FALL RUN BURN,HELP TRAPPED BIRD SEE CITY BURN,0,1.2715,-12.9980
3392,2,defender,ISOLATED CROWD WANT ISOLATED CONNECTED,WOMAN FALL BURN GROW,1,0.2032,1.0767
3393,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL SPREAD FAIL,1,0.5474,0.7021
3394,2,defender,DULL CROWD HEAR SEED BREAK OBEDIENT,DOG BURN SPREAD GROW,0,1.2544,-7.9431
3395,2,defender,ISOLATED DOG FORGET ISOLATED BORDER BURN,FALL FALL BURN BURN,1,1.0017,-2.3694
3396,2,defender,ISOLATED WOLF FALL RUN HEAR ISOLATED,DULL SOLDIER BURN FALL,0,1.1996,-6.3967
3397,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,FAIL SPREAD FAIL GROW,1,0.5024,0.0470
3398,2,defender,ISOLATED CROWD SPREAD RUN BREAK ISOLATED,SEED BURN FALL GROW,0,1.2538,-5.9592
3399,2,defender,CHILD MOVE WOOD FORGET,PATTERN WANT SLOW ELDER SEE METAL FALL,1,0.2058,12.5826
3400,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW FAIL GROW SPREAD,1,0.7176,0.2298
3401,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL GROW SPREAD,1,0.5485,0.6248
3402,2,defender,ISOLATED BOOK BURN BURN BURN FAIL,GROW SPREAD SPREAD FALL,1,0.6517,0.0604
3403,2,defender,STONE FALL BURN BURN FALL,BREAK ENGINE MOVE SLOW CAMERA,0,1.2569,-11.1503
3404,2,defender,ISOLATED BORDER SPREAD SPREAD FAIL,GROW GROW FAIL UPDATE MEMORY FAIL,0,1.6061,-11.8433
3405,2,defender,TRAPPED DOG BURN FALL BURN BURN,MOVE ROBOT GROW SPREAD,0,1.3098,-7.5583
3406,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD GROW,SPREAD FAIL SPREAD HEAR ENCRYPTED CAR,0,1.4567,-10.5183
3407,2,defender,METAL,FALL BURN FALL SPREAD,0,1.4840,-4.5550
3408,2,defender,ISOLATED BORDER GROW GROW SPREAD SPREAD,FAIL SPREAD GROW FAIL,1,0.5029,1.1172
3409,2,defender,SHARP SOLDIER UPDATE,SIMPLE ORDERED KEY MOVE WATER FALL SPREAD BURN,0,1.3080,-12.1275
3410,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,1.3455
3411,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL SPREAD FAIL GROW,1,0.7142,0.5821
3412,2,defender,ISOLATED BORDER SPREAD FAIL SPREAD SPREAD,GROW SPREAD UPDATE COMPLEX STRONG POISON,0,1.2745,-9.0548
3413,2,defender,ISOLATED BOOK BURN FALL SPREAD BURN,FAIL GROW FAIL FAIL,1,0.8650,-0.3146
3414,2,defender,ISOLATED ELDER,FALL SEE SHARP TOOL,1,0.3321,1.7954
3415,2,defender,ISOLATED BORDER FAIL SPREAD SPREAD FAIL,GROW GROW SPREAD GROW,1,0.8331,0.6946
3416,2,defender,ISOLATED LEADER BURN HEAR ISOLATED VAST,ELDER FALL FALL SEE ORDERED TRUTH BREAK WOOD,0,1.3495,-12.4338
3417,2,defender,ISOLATED WOLF BURN BREAK ISOLATED TRAPPED,LEADER BUILD OUTCAST CROWD,0,1.2168,-6.4798
3418,2,defender,ISOLATED CROWD SPREAD RUN FOLLOW,PATTERN HEAR OBEDIENT FIRE BURN,0,1.3017,-11.1814
3419,2,defender,DIRTY SOLDIER KNOW CAT,FORGET CALM TRAPPED MAN,0,1.1415,-7.0650
3420,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL FAIL SPREAD,1,0.7073,1.2158
3421,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,1.3628
3422,2,defender,BIG SENSOR HEAR FIRE,SEE HORSE FALL MOVE TRAPPED DIRTY WOLF,1,0.2729,10.3473
3423,2,defender,ISOLATED DOG RUN HEAR ISOLATED VAST,BORDER FALL BURN BURN,1,0.6451,-0.3822
3424,2,defender,ISOLATED BORDER GROW SPREAD SPREAD FAIL,GROW GROW FAIL SPREAD,1,0.5698,0.5432
3425,2,defender,ISOLATED DOG RUN HEAR ISOLATED BORDER,FALL BURN MOVE WATER,1,0.2768,0.6514
3426,2,defender,ENGINE UPDATE WEAK ORDERED CLOCK HEAR,SIMPLE FREE PLAN FALL,1,0.2984,0.9414
3427,2,defender,OUTCAST,LEADER BURN FALL FALL,1,0.8046,-1.5481
3428,2,defender,PLAN SPREAD GROW SPREAD,FAIL FAIL GROW FAIL,1,0.7094,-0.6333
3429,2,defender,ISOLATED ELDER,BREAK STONE FALL FALL,1,0.6993,-1.7469
3430,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL SPREAD,1,0.5392,0.9556
3431,2,defender,ISOLATED BORDER SPREAD GROW SPREAD SPREAD,FAIL SPREAD HEAR SIGNAL GROW,0,1.2122,-7.3267
3432,2,defender,ISOLATED BOOK SPREAD BURN SPREAD FALL,GROW FAIL FAIL MOVE ROOM SPREAD FAIL,0,1.5896,-14.9650
3433,2,defender,SIGNAL SPREAD GROW,FAIL FAIL SPREAD SPREAD,1,0.8979,-0.6826
3434,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD FAIL,GROW GROW SPREAD GROW,1,0.8314,0.7953
3435,2,defender,ISOLATED BORDER SPREAD GROW SPREAD SPREAD,FAIL FAIL SPREAD FALL,0,1.6240,-4.3814
3436,2,defender,ISOLATED LEADER HEAR ISOLATED TRAPPED CROWD,MOVE ENGINE FALL BURN,1,0.3099,1.6127
3437,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD BURN,0,1.6524,-6.1526
3438,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.8070
3439,2,defender,PROUD STRANGER SEE,CHILD BURN HEAR BOOK ATTACK CLEAN CLEAN GUARD,1,0.3474,13.1283
3440,2,defender,WEAK,WOMAN EAT POISON BURN,0,1.4865,-12.0410
3441,2,defender,ISOLATED BOOK BURN SPREAD FALL BURN,GROW SPREAD FAIL FALL,1,0.2561,2.2515
3442,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW FAIL FAIL,1,1.0370,-1.1672
3443,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.5485,0.5879
3444,2,defender,REBELLIOUS,SOLDIER FALL BURN RUN,1,0.4000,-0.0116
3445,2,defender,OUTCAST,LEADER SEE KEY FALL,1,0.4494,0.8343
3446,2,defender,ISOLATED BORDER SPREAD SPREAD FAIL,GROW GROW SPREAD GROW,1,0.8313,1.1581
3447,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD FAIL,GROW SPREAD GROW GROW,1,0.8314,1.2021
3448,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL SPREAD FAIL,1,0.5474,0.7969
3449,2,defender,ISOLATED LEADER BREAK ISOLATED TRAPPED CROWD,FALL MOVE BIRD HEAR DRONE FALL,1,0.4485,4.4308
3450,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.5485,0.5788
3451,2,defender,SHARP,MAP FALL SPREAD SPREAD,1,0.6835,-1.5614
3452,2,defender,ISOLATED WOLF BURN CARRY ISOLATED SLOW,CROWD GROW SPREAD SEE FREE HORSE FALL,1,0.2420,6.5705
3453,2,defender,ISOLATED BOOK BURN BURN FALL FALL,SPREAD GROW GROW FAIL SPREAD,1,0.7638,-1.2057
3454,2,defender,ISOLATED WOLF BURN HEAR ISOLATED HAPPY,WOMAN SEE TRAPPED PROUD STRANGER,1,0.1923,4.5412
3455,2,defender,ISOLATED LEADER FALL BURN FALL,SEE KEY HEAR HAPPY HORSE,1,0.2854,2.4879
3456,2,defender,BOOK FALL GROW BURN,SPREAD GROW SPREAD BURN,1,0.4352,0.7085
3457,2,defender,ISOLATED BOOK FALL BURN SPREAD SPREAD,GROW GROW FAIL SPREAD,1,0.6332,-0.7003
3458,2,defender,ROBOT,FALL GENERATE SECRET BORDER FALL SEE DORMANT DOG HEAR GUARD,0,1.4233,-26.1009
3459,2,defender,CAT ATTACK ISOLATED SECRET,CITY FORGET LIE WANT BROKEN CALM HAPPY STRANGER,0,1.3373,-21.8487
3460,2,defender,ISOLATED WOLF SPREAD BURN BURN RUN,FALL HEAR FREE BROKEN CROWD,0,1.2506,-10.3681
3461,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW FAIL SPREAD FAIL,1,0.5024,0.2209
3462,2,defender,LIE GROW SPREAD GROW,HEAR MAN GROW GROW,0,1.5477,-10.2181
3463,2,defender,ISOLATED DOG HEAR ISOLATED BROKEN,LEADER SPREAD FALL BURN,0,1.3149,-3.7619
3464,2,defender,LEADER,BURN BURN SEE BOOK FALL,1,0.5099,1.5533
3465,2,defender,ISOLATED WOLF BURN RUN HEAR ISOLATED,CONNECTED WOMAN FALL SPREAD,1,0.2381,1.6591
3466,2,defender,ISOLATED WOLF SPREAD HEAR ISOLATED TRAPPED,WOMAN MOVE SMALL VAST INSECT,0,1.2559,-11.2606
3467,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,FAIL GROW SPREAD GROW,1,0.5485,1.5559
3468,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.6557
3469,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW FAIL FAIL GROW SPREAD,1,0.7142,0.4645
3470,2,defender,BORDER,SPREAD GROW SPREAD SPREAD,1,0.7549,0.6741
3471,2,defender,MAP FALL BURN SPREAD,GROW GROW FALL FAIL,1,0.5338,0.1469
3472,2,defender,PHONE,HEAR ENCRYPTED SMALL GUARD FALL,1,0.3172,2.4225
3473,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,FAIL SPREAD FAIL GROW,1,0.5024,0.0073
3474,2,defender,LEADER BUILD WOOD FALL MOVE,CHAOTIC CAMERA BURN BURN,1,0.6572,-2.4323
3475,2,defender,ISOLATED BORDER GROW SPREAD GROW,GROW FAIL FAIL SPREAD,1,0.5955,0.3414
3476,2,defender,CAT CARRY ISOLATED SIMPLE BOOK,RUN SEE BIG BOOK HEAR HAPPY WOMAN,1,0.2261,9.2900
3477,2,defender,ISOLATED MAN,FALL ATTACK DENSE PHONE,0,1.3210,-12.7522
3478,2,defender,ISOLATED WOMAN BUILD DORMANT,CROWD FALL FALL BURN RUN,1,0.4584,0.7687
3479,2,defender,TRAPPED CAT FALL BURN BURN BURN,GROW SEE BIG ACTIVE CROWD,0,1.2484,-13.3106
3480,2,defender,ISOLATED BOOK FAIL SPREAD BURN BURN,FALL BURN GROW GROW,1,0.6490,-0.6005
3481,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.6931
3482,2,defender,ISOLATED BORDER FAIL SPREAD SPREAD SPREAD,GROW SPREAD FAIL FAIL,1,0.6123,0.2773
3483,2,defender,ISOLATED BORDER FAIL GROW GROW,SPREAD SPREAD GROW FAIL,1,0.5936,0.4382
3484,2,defender,ISOLATED LEADER FALL BUILD,FOOD BREAK KEY UPDATE SAD BIRD SEE ROAD BURN,0,1.2512,-19.5806
3485,2,defender,ISOLATED BORDER GROW FAIL SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.4782,0.1195
3486,2,defender,ISOLATED BOOK BURN SPREAD FALL SPREAD,FAIL FAIL GROW SEE CHILD,0,1.5621,-14.3122
3487,2,defender,ISOLATED BOOK SPREAD BURN SPREAD SPREAD,FALL FALL GROW BURN,1,0.6645,-0.5319
3488,2,defender,ISOLATED MAN,BURN FALL MOVE DEAD LEADER HEAR ASHAMED ELDER,1,0.1972,8.0601
3489,2,defender,ISOLATED BORDER SPREAD SPREAD GROW,GROW SPREAD FAIL GROW,1,0.4996,0.5077
3490,2,defender,ISOLATED BORDER FAIL SPREAD SPREAD SPREAD,GROW SPREAD FAIL GROW,1,0.5243,0.6870
3491,2,defender,ISOLATED LEADER HEAR ISOLATED VAST,BORDER FALL BURN FALL,1,0.5948,-1.1452
3492,2,defender,ORDERED,CROWD HEAR POISON FALL,1,0.3563,0.2100
3493,2,defender,ISOLATED BORDER GROW SPREAD SPREAD SPREAD,GROW GROW BURN FAIL,0,1.6369,-7.2259
3494,2,defender,ISOLATED BORDER SPREAD SPREAD SPREAD SPREAD,GROW GROW SPREAD FAIL,1,0.6402,0.6226
3495,2,defender,NETWORK HEAR,VAST DULL MAP SPREAD,1,0.3041,0.6696
3496,2,defender,ISOLATED BORDER SPREAD FAIL SPREAD SPREAD,GROW GROW SPREAD SOLDIER GROW,0,1.7251,-7.8800
