global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
6334,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6335,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6336,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6337,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6338,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6339,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6340,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0003
6341,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6342,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6343,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6344,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6345,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6346,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6347,4,attacker,DIRTY,INSECT BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4189,0.0044
6348,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6349,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6350,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0005
6351,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6352,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6353,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0004
6354,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0006
6355,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6356,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6357,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6358,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6359,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN,1,0.4264,-0.0004
6360,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6361,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6362,4,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.8905
6363,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6364,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6365,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6366,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6367,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6368,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6369,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0003
6370,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0002
6371,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6372,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6373,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6374,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN,1,0.4252,-0.0002
6375,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6376,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN RUN BURN BURN BURN BURN,1,0.4194,-0.0002
6377,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6378,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4213,-0.0002
6379,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6380,4,attacker,WOOD,BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.2030,-3.6021
6381,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0002
6382,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6383,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6384,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0001
6385,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0001
6386,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0001
6387,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0001
6388,4,attacker,DIRTY,CAT BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4172,0.0034
6389,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6390,4,attacker,DIRTY,TRAPPED GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4195,0.0026
6391,4,attacker,DIRTY,GUARD BURN BURN,1,0.4323,-0.0004
6392,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6393,4,attacker,DIRTY,WEAPON BURN BURN BURN,1,0.4227,-0.0004
6394,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6395,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6396,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0004
6397,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6398,4,attacker,DIRTY,WOLF BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6399,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6400,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6401,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6402,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6403,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6404,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6405,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6406,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6407,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6408,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6409,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0002
6410,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6411,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6412,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6413,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6414,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6415,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6416,4,attacker,DIRTY,GUARD BURN BURN,1,0.4323,-0.0005
6417,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6418,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN,1,0.4252,-0.0003
6419,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6420,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6421,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6422,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6423,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6424,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0002
6425,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0002
6426,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6427,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6428,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6429,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6430,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6431,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6432,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6433,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6434,4,attacker,DIRTY,CAT KNOW BIRD BURN,0,1.4366,0.0031
6435,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6436,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6437,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6438,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0003
6439,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6440,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0004
6441,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6442,4,attacker,DIRTY,KEY BURN BURN BURN,1,0.4311,-0.0002
6443,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6444,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6445,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6446,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6447,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0003
6448,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0004
6449,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6450,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6451,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6452,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6453,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4211,-0.0003
6454,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6455,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6456,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6457,4,attacker,DIRTY,GUARD BURN,1,0.4381,-0.0002
6458,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6459,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6460,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6461,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6462,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6463,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6464,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6465,4,attacker,DIRTY,GUARD BREAK SEED BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4196,-0.0002
6466,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6467,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6468,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0002
6469,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6470,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6471,4,attacker,DIRTY,INSECT BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4189,0.0033
6472,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6473,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6474,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6475,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6476,4,attacker,DIRTY,INSECT BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4189,0.0046
6477,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0006
6478,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4216,-0.0005
6479,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6480,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6481,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6482,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0006
6483,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6484,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6485,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6486,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6487,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6488,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6489,4,attacker,DIRTY,GUARD KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,0,1.4241,0.0033
6490,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6491,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6492,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6493,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0006
6494,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6495,4,attacker,DIRTY,GUARD BURN BURN,1,0.4323,-0.0004
6496,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6497,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6498,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6499,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6500,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6501,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6502,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6503,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4222,-0.0004
6504,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6505,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4186,-0.0004
6506,4,attacker,DIRTY,BRIDGE BURN BURN,0,1.4360,0.0037
6507,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0006
6508,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6509,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6510,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6511,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6512,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6513,4,attacker,DIRTY,KEY BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4208,-0.0006
6514,4,attacker,DIRTY,SOLDIER BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6515,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6516,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6517,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6518,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6519,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0005
6520,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0003
6521,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6522,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6523,4,attacker,DIRTY,GUARD BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN BURN,1,0.4205,-0.0004
6524,4,attacker,DIRTY,WEAPON BURN BURN BURN BURN BURN,1,0.4208,-0.0004
